# This file was produced by samtools stats (1.9+htslib-1.9) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats 4717-JW-0008_S5_L006.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	d57e2a08	65d6b359	977ab5bb
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	183505142
SN	filtered sequences:	0
SN	sequences:	183505142
SN	is sorted:	0
SN	1st fragments:	91752571
SN	last fragments:	91752571
SN	reads mapped:	176768895
SN	reads mapped and paired:	174868226	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	6736247
SN	reads properly paired:	157737544	# proper-pair bit set
SN	reads paired:	183505142	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	15758903	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	23035325343	# ignores clipping
SN	total first fragment length:	11829110113	# ignores clipping
SN	total last fragment length:	11206215230	# ignores clipping
SN	bases mapped:	22421511583	# ignores clipping
SN	bases mapped (cigar):	21046741391	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	253519594	# from NM fields
SN	error rate:	1.204555e-02	# mismatches / bases mapped (cigar)
SN	average length:	125
SN	average first fragment length:	129
SN	average last fragment length:	122
SN	maximum length:	135
SN	maximum first fragment length:	135
SN	maximum last fragment length:	135
SN	average quality:	38.8
SN	insert size average:	270.9
SN	insert size standard deviation:	129.2
SN	inward oriented pairs:	75150279
SN	outward oriented pairs:	6768886
SN	pairs with other orientation:	4820613
SN	pairs on different chromosomes:	4547113
SN	percentage of properly paired reads (%):	86.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	429222	0	0	0	0	0	0	0	0	0	319011	0	0	0	0	690016	0	0	0	0	2271533	0	0	0	0	5781677	0	0	0	82261112	0
FFQ	2	0	0	175	0	0	0	0	0	0	0	0	0	434688	0	0	0	0	0	0	0	0	0	380465	0	0	0	0	719894	0	0	0	0	2227880	0	0	0	0	5769438	0	0	0	82220031	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	426732	0	0	0	0	0	0	0	0	0	394483	0	0	0	0	734367	0	0	0	0	2173001	0	0	0	0	5683149	0	0	0	82340839	0
FFQ	4	0	0	93	0	0	0	0	0	0	0	0	0	471267	0	0	0	0	0	0	0	0	0	496663	0	0	0	0	791371	0	0	0	0	2145768	0	0	0	0	5747331	0	0	0	82100078	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	449136	0	0	0	0	0	0	0	0	0	501090	0	0	0	0	771898	0	0	0	0	2094468	0	0	0	0	5668984	0	0	0	82266995	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	449931	0	0	0	0	0	0	0	0	0	498787	0	0	0	0	766247	0	0	0	0	2070850	0	0	0	0	5694409	0	0	0	82272347	0
FFQ	7	0	0	2982	0	0	0	0	0	0	0	0	0	473624	0	0	0	0	0	0	0	0	0	505781	0	0	0	0	761093	0	0	0	0	2047633	0	0	0	0	5832235	0	0	0	82129223	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	466267	0	0	0	0	0	0	0	0	0	503941	0	0	0	0	753927	0	0	0	0	2006280	0	0	0	0	5812980	0	0	0	82209176	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	477036	0	0	0	0	0	0	0	0	0	506205	0	0	0	0	753350	0	0	0	0	2027122	0	0	0	0	5853308	0	0	0	82135550	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	601820	0	0	0	0	0	0	0	0	0	515308	0	0	0	0	787285	0	0	0	0	1965920	0	0	0	0	5867652	0	0	0	82014586	0
FFQ	11	0	0	264	0	0	0	0	0	0	0	0	0	669308	0	0	0	0	0	0	0	0	0	547447	0	0	0	0	825811	0	0	0	0	1985080	0	0	0	0	5932509	0	0	0	81792152	0
FFQ	12	0	0	311	0	0	0	0	0	0	0	0	0	654766	0	0	0	0	0	0	0	0	0	577555	0	0	0	0	948653	0	0	0	0	1884533	0	0	0	0	5977373	0	0	0	81709380	0
FFQ	13	0	0	75	0	0	0	0	0	0	0	0	0	655523	0	0	0	0	0	0	0	0	0	619873	0	0	0	0	1121419	0	0	0	0	1755424	0	0	0	0	5963075	0	0	0	81637182	0
FFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	678431	0	0	0	0	0	0	0	0	0	651470	0	0	0	0	1189291	0	0	0	0	1753704	0	0	0	0	5992397	0	0	0	81487278	0
FFQ	15	0	0	11	0	0	0	0	0	0	0	0	0	670604	0	0	0	0	0	0	0	0	0	651395	0	0	0	0	1176480	0	0	0	0	1742410	0	0	0	0	5959936	0	0	0	81551735	0
FFQ	16	0	0	0	0	0	0	0	0	0	0	0	0	680429	0	0	0	0	0	0	0	0	0	648611	0	0	0	0	1176629	0	0	0	0	1740985	0	0	0	0	5968076	0	0	0	81537841	0
FFQ	17	0	0	993	0	0	0	0	0	0	0	0	0	662265	0	0	0	0	0	0	0	0	0	633871	0	0	0	0	1156522	0	0	0	0	1712931	0	0	0	0	5905301	0	0	0	81680688	0
FFQ	18	0	0	141	0	0	0	0	0	0	0	0	0	680017	0	0	0	0	0	0	0	0	0	635297	0	0	0	0	1162458	0	0	0	0	1713347	0	0	0	0	5904831	0	0	0	81656480	0
FFQ	19	0	0	464	0	0	0	0	0	0	0	0	0	870343	0	0	0	0	0	0	0	0	0	682933	0	0	0	0	1218498	0	0	0	0	1751243	0	0	0	0	6020680	0	0	0	81208410	0
FFQ	20	0	0	30	0	0	0	0	0	0	0	0	0	741228	0	0	0	0	0	0	0	0	0	702330	0	0	0	0	1293804	0	0	0	0	1749220	0	0	0	0	6033647	0	0	0	81232312	0
FFQ	21	0	0	7460	0	0	0	0	0	0	0	0	0	786345	0	0	0	0	0	0	0	0	0	692635	0	0	0	0	1237746	0	0	0	0	1785461	0	0	0	0	6155546	0	0	0	81087378	0
